question,answer
¿Cómo se podría interpretar el primer inciso del párrafo mencionado en el texto?,"Se podría interpretar en el sentido de que la referencia a 'todos los altos cargos de la Nación y de los trabajadores del sector público' comprende al Gobierno del Estado, a las Administraciones estatales, a los Presidentes de las Comunidades Autónomas, a los Gobiernos autonómicos y a sus respectivas Administraciones y sector público."
¿Qué organismo es el Instituto para la Diversificación y Ahorro de la Energía (IDAE) y a qué Ministerio está adscrito?,"El IDAE es un organismo dependiente del Ministerio de Industria, Turismo y Comercio."
¿Cuál es la fecha correcta que debe sustituir a la fecha errónea en la Recomendación 2004/345/CE de la Comisión?,La fecha correcta que debe sustituir a la fecha errónea es el 21 de octubre de 2003.
¿Cuál es la duración de la jornada ordinaria de trabajo según el artículo 15 del Convenio colectivo?,"La duración de la jornada ordinaria de trabajo será de cuarenta horas de trabajo efectivo semanal en cómputo semestral, tanto en jornada partida como en jornada continuada."
¿Cuál es el objetivo de la Resolución de la Universidad de Huelva del 4 de julio de 2012?,El objetivo de la Resolución es corregir errores en la publicación del plan de estudios de Graduado en Psicología.
¿Cuál es el tema principal del Decreto 1450/1960 del BOE?,El tema principal es establecer normas para la distribución de los ingresos procedentes de las 'Prácticas generales' de las tasas académicas de las Escuelas Oficiales de Náutica y Máquinas.
¿Qué se declara en el Recurso 5332/2017 en relación a la Ley 18/2017?,"Se declara el mantenimiento de la suspensión de vigencia y aplicación de ciertos artículos, así como el levantamiento de otros, de la Ley 18/2017."
¿Qué información se publica en el Boletín Oficial del Estado según el fragmento de texto proporcionado?,"Se publica la relación de normas europeas a las que se ha otorgado el rango de norma española durante el mes de agosto de 2000, identificadas por su título y código numérico, con indicación de su fecha de disponibilidad."
¿Qué modificación se realiza en el Decreto 2023/1962 del BOE-A-1962-16827?,Se modifica el primer párrafo del artículo 146 del Reglamento de Ordenación de Transportes Mecánicos por Carretera de 1949.
¿Cuál es el objetivo de la rectificación al Reglamento (CEE) nº 1722/93 de la Comisión?,El objetivo de la rectificación es corregir errores o erratas en el Reglamento (CEE) nº 1722/93 de la Comisión.
¿Cuál es el objetivo de la Orden de 2 de agosto de 1983 mencionada en el texto?,El objetivo de la Orden de 2 de agosto de 1983 es atribuir facultades a la Dirección General de Exportación para modificar los requisitos exigibles a la entrada en los Registros Especiales de Exportadores.
¿Qué errores se detectaron en la Resolución de 16 de junio de 1987 del Consorcio de Compensación de Seguros?,"Se detectaron errores en la denominación de un artículo, en la palabra 'siniestros' y en la expresión 'Vehículos a motor'."
¿A qué territorios no se aplicarán ciertos artículos del Reglamento (CE) no 2037/2000 según la Decisión analizada?,"No se aplicarán al territorio aduanero separado de Taiwán, Penghu, Kinmen y Matsu."
¿Quién ha sido el Ponente de la sentencia en la cuestión de inconstitucionalidad núm. 7728-2005?,El Magistrado don Jorge Rodríguez-Zapata Pérez ha sido el Ponente de la sentencia en la cuestión de inconstitucionalidad núm. 7728-2005.
¿Qué diferencia fundamental se menciona entre los clientes profesionales y los clientes minoristas en relación con los CFD?,"La diferencia fundamental es que los clientes minoristas no suelen tener la experiencia, conocimiento y pericia necesarios para evaluar adecuadamente los riesgos asociados con los CFD complejos."
¿Cuál es el objetivo de la Resolución de la Universidad de Navarra mencionada en el texto?,El objetivo de la Resolución es modificar el plan de estudios de Graduado en Bioquímica.
¿Qué norma se modifica en la Circular 739 de la Dirección General de Aduanas?,"Se modifica el primer párrafo del apartado 3.1.4.G) de la Circular, en relación a la fecha de registro de la declaración de importación."
¿Qué materias aborda la modificación del artículo 6 de la Decisión 2011/173?,"La modificación aborda materias relacionadas con Bosnia Herzegovina, cuentas bloqueadas, libre circulación de personas, política exterior y de seguridad común, y sanciones."
¿Qué tipo de productos se mencionan en el texto?,Se mencionan productos lácteos como la leche y el queso.
¿Cuál es el objeto principal del Reglamento (CEE) nº 1537/77 de la Comisión?,"El objeto principal es determinar las condiciones de admisión de las gasas y telas para cerner, sin confeccionar, en la subpartida 59.17 B del arancel aduanero común."
¿Qué tipo de corrección se realizó en la Sentencia número 61/1990 del Tribunal Constitucional?,"Se realizaron correcciones en el texto de la Sentencia número 61/1990, específicamente en la fecha mencionada."
¿En qué plazo máximo debe el Gabinete Provincial remitir el expediente a la Dirección del Servicio de Recuperación y Rehabilitación de Minusválidos Físicos y Psíquicos?,El Gabinete Provincial debe remitir el expediente a la Dirección del Servicio en un plazo máximo de quince días.
¿Cuándo entrará en vigor el presente Reglamento?,El presente Reglamento entrará en vigor el vigésimo día siguiente al de su publicación en el Diario Oficial de la Unión Europea.
¿Qué autoriza la Orden de 9 de julio de 1980 mencionada en el texto?,La Orden autoriza la elevación de tarifas en los servicios aéreos regulares de la red interior.
¿Qué se celebra en la Decisión del Consejo del 5 de marzo de 1979?,Se celebra el Protocolo Financiero entre la Comunidad Económica Europea y Turquía.
¿Qué se crea mediante el Decreto 1976/1973 del 26 de julio?,Se crea la Junta de Ordenación y Programación Legislativa en el Ministerio de Educación y Ciencia.
"¿Qué tipo de barcos se permite pescar lenguado en determinadas zonas de la Comunidad, según el Reglamento (CEE) nº 3664/90?",Se permite la pesca del lenguado en determinadas zonas de la Comunidad a barcos cuya eslora total excede los ocho metros y que utilizan artes de arrastre de vara cuya longitud total supere los nueve metros.
¿Qué modificación se realiza en el Reglamento (CEE) núm. 1445/76 según el Reglamento (CEE) núm. 1719/93 de la Comisión?,Se modifica la lista de diferentes variedades de Lolium perenne L.
¿Qué modificación se realiza en la Decisión de Ejecución (UE) 2019/602 de la Comisión?,Se modifica el anexo I de la Decisión 2006/168/CE para incluir al Reino Unido de Gran Bretaña e Irlanda del Norte y determinadas dependencias de la Corona en la lista de terceros países autorizados a introducir en la Unión Europea embriones de la especie bovina.
¿Qué se hace público en la Resolución de 21 de marzo de 1996 de la Universidad de Murcia?,Se hace público el plan de estudios de Licenciado en Economía.
¿Qué se corrige en el acuerdo del Consejo de Universidades del 25 de noviembre de 1986 según el texto?,"Se corrige la fecha del acuerdo, que en lugar de ser del 15 de diciembre es del 25 de noviembre."
"¿Cuál es el objetivo de la Ley 4/2009, de 5 de mayo, de reforma del artículo 5.4 de la Ley 11/1988, del Síndic de Greuges?",El objetivo de la ley es regular la alternancia rotativa de los adjuntos del Síndic de Greuges por períodos máximos de un año en caso de que no haya tomado posesión el nuevo Síndic después de tres meses.
¿Qué se amplía en el Decreto 2828/1971 mencionado en el texto?,"Se amplía la lista-apéndice del Arancel de Aduanas con bienes de equipo correspondientes a varias posiciones, se prorroga la inclusión de maquinaria en dicha lista y se excluyen ciertos bienes de equipo."
¿Cuál es el tema principal de la Orden sobre la segunda prórroga del Convenio mencionado en el texto?,El tema principal es la estabilidad y ordenación de los precios y márgenes de comercialización de los cables eléctricos aislados de consumo corriente.
¿Quiénes son los destinatarios de la Decisión mencionada en el texto?,Los destinatarios de la Decisión mencionada en el texto son los Estados miembros.
¿Por qué los mataderos de tamaño pequeño y mediano tienen dificultades para manipular las patas destinadas al consumo humano de manera rentable?,"Los mataderos de tamaño pequeño y mediano tienen dificultades debido a la cuantiosa inversión necesaria en equipos para desollar, escaldar y depilar, lo cual dificulta la rentabilidad en la manipulación de las patas destinadas al consumo humano."
"¿Qué se modificó por segunda vez en el Acuerdo de Asociación entre los Estados de África, del Caribe y del Pacífico y la Comunidad Europea?",Se modificó por segunda vez el Acuerdo de Cotonú.
¿Qué país ratificó el Convenio sobre Limitación de la Responsabilidad Nacida de Reclamaciones de Derecho Marítimo el 12 de mayo de 1987?,La República Federal de Alemania ratificó el Convenio sobre Limitación de la Responsabilidad Nacida de Reclamaciones de Derecho Marítimo el 12 de mayo de 1987.
¿Cuándo entrará en vigor la presente Decisión?,La presente Decisión entrará en vigor el 31 de marzo de 2001.
¿Qué sucederá si un trabajador no se integra en un equipo ocasionando problemas de funcionamiento?,"Se cambiará de equipo, y si sigue con los mismos problemas en el segundo equipo, se integrará en un equipo de prima cero."
¿Cuántos días de vacaciones anuales reglamentarias tendrán los trabajadores afectados por este Convenio?,Tendrán 31 días naturales de vacaciones anuales reglamentarias.
¿Qué se aprueba en el Acuerdo de la Comisión Delegada del Gobierno para Asuntos Económicos del 12 de junio de 2003?,"Se aprueban las tarifas máximas para los nuevos servicios de 'Rechazo selectivo de llamadas' y 'Desvío selectivo de llamadas', prestado por Telefónica de España, Sociedad Anónima Unipersonal."
¿Cuál es el objeto de la Orden de 26 de noviembre de 1974 mencionada en el texto?,El objeto de la Orden es fijar los precios de la semilla de remolacha para la campaña azucarera 1975-76.
¿Cuál es el concepto y el monto del suplemento de crédito para la sección de Minería e Industria?,"El concepto es 'Pozos, sondeos e instalaciones accesorias' y el monto es de 38.237.400 pesetas."
¿Cuál es la cantidad máxima permitida de Salmonella en 25 gramos de pulpa deshidratada del fruto del baobab?,La cantidad máxima permitida de Salmonella en 25 gramos de pulpa deshidratada del fruto del baobab es la ausencia.
¿Qué países pasan a ser Partes en el Acuerdo de Colaboración y Cooperación entre las Comunidades Europeas y la República de Azerbaiyán?,"La República Checa, Estonia, Chipre, Letonia, Lituania, Hungría, Malta, Polonia, Eslovenia y Eslovaquia pasan a ser Partes en el Acuerdo de Colaboración y Cooperación."
¿Cuál es el precio de venta al público de la Picadura de pipa Forever Gold Fantasy (50 g)?,"El precio de venta al público de la Picadura de pipa Forever Gold Fantasy (50 g) es de 3,50 Euros/unidad."
¿Qué materias abarca la Orden 67/1985?,"La Orden 67/1985 abarca materias relacionadas con academias militares, administración militar, cuerpos de ingenieros, intendencia, músicas militares, jurídico militar, sanidad, enseñanza militar, enseñanza superior militar, fuerzas armadas, marina de guerra, oposiciones y concursos."
¿Qué sucede si el pago no se realiza en el segundo plazo en el caso de otras actualizaciones según el texto proporcionado?,"La Agencia rechazará la actualización. Sin embargo, si el solicitante lo solicita, la Agencia ampliará el segundo plazo siempre que la solicitud de prórroga se haya presentado dentro del mismo. En caso de no efectuar el pago dentro del plazo ampliado, la Agencia rechazará la actualización."
¿Qué establece el Decreto 1217/1960 del 4 de julio?,"El Decreto 1217/1960 del 4 de julio suprime la Dirección General de Política Comercial y Arancelaria, y crea las Direcciones Generales de Política Comercial y la de Política Arancelaria."
¿Qué cursos se implantan según la Orden de 21 de septiembre de 1960 en las Escuelas Técnicas de Facultativos de Minas y Fábricas Mineralúrgicas y Metalúrgicas?,Se implantan los cursos Preparatorio y Selectivo de Iniciación al Peritaje.
¿Cuál es el tema principal del Real Decreto 1949/1983?,El tema principal es la regulación de la campaña de carne de porcino 1983-84.
