question,answer
¿Qué se establece en la Posición Común 96/184/PESC que se menciona en el texto?,"Se establece que los Estados miembros aplicarán de forma estricta el Código de conducta de la Unión Europea en materia de exportación de armamento, y que con respecto a las exportaciones a la ex República Yugoslava se tendrán en cuenta los objetivos de la política de la Unión Europea en la región, como la instauración de la paz y la estabilidad, la necesidad de limitar los armamentos y reducirlos al mínimo nivel posible, así como implementar medidas que fomenten la confianza."
¿Qué ley prorroga la vigencia de las disposiciones transitorias primera y segunda de la Ley 10/1988?,"La Ley 8/1985, de 27 de diciembre, prorroga la vigencia de las disposiciones transitorias primera y segunda de la Ley 10/1988."
¿Qué deben presentar los talleres de reparación de elementos de seguridad antes de iniciar su actividad?,"Deben presentar una declaración responsable ante el órgano competente de la comunidad autónoma en la que se establezcan, en la que manifiesten que cumplen los requisitos exigidos por la normativa, que disponen de la documentación correspondiente y que se comprometen a mantenerlos durante la vigencia de la actividad."
¿Qué datos debe suministrar el solicitante sobre las emisiones de dióxido de carbono en el aire?,"El solicitante debe suministrar datos sobre todas las fuentes de combustibles no renovables durante la fabricación de papel y pasta de papel, incluidas las emisiones generadas por la producción de electricidad (in situ y externas)."
¿Qué documentación se requiere para cada uno de los proyectos incluidos en la solicitud?,"Se requiere una memoria según el modelo del anexo III de la Orden, en ejemplar triplicado, cumplimentando todos los datos que en él figuran."
"¿Qué modifica el Reglamento (CEE) nº 1374/86 de la Comisión, de 7 de mayo?",Modifica el Reglamento (CEE) nº 1822/77 en lo que respecta a la percepción de la tasa de corresponsabilidad en el sector de la leche y de los productos lácteos durante la campaña Lechera 1986/1987.
¿Cuál es la dirección de correo electrónico a la que deben enviarse las notificaciones a la Comisión Europea?,relex-sanctions@ec.europa.eu
¿Cuál es el objetivo principal del presente proyecto de Ley en relación con la Carrera Diplomática?,"El objetivo principal es modificar la plantilla de la Carrera Diplomática para adaptarse a las relaciones internacionales, limitar el gasto público y facilitar la selección de futuros funcionarios diplomáticos."
¿Cuándo entrará en vigor esta orden según el texto proporcionado?,"Esta orden entrará en vigor el día siguiente al de su publicación en el «Boletín Oficial del Estado», es decir, el 25 de abril de 2015."
¿Cuál es el límite máximo de las cantidades que pueden asignarse a cada una de las organizaciones sindicales solicitantes según el texto?,"El límite máximo es de 19.800.000 pesetas, distribuido de forma proporcional de acuerdo con la representatividad obtenida en el proceso electoral de 1990."
¿Qué derecho tiene el trabajador en caso de que la organización del trabajo impida la realización de actividades alternativas al trabajo ante el videoterminal?,El trabajador tiene derecho a un periodo de descanso de diez minutos dentro de cada hora de trabajo efectivo ante el videoterminal.
¿Qué sucede en caso de incompatibilidad retributiva según el texto proporcionado?,"En caso de incompatibilidad retributiva, se obliga a la opción por la retribución de un solo puesto y a la renuncia de las retribuciones de los restantes."
"¿Cuál es el objetivo principal de la Ley 3/1989, de 13 de abril, en relación con la capitalidad de los partidos judiciales en la Comunidad de Castilla y León?","El objetivo principal es determinar la capitalidad de los partidos judiciales en municipios cercanos al ciudadano para lograr la mayor inmediación posible en el ámbito de la justicia, cumpliendo con los mandatos constitucionales en materia de derechos y libertades individuales."
¿Qué error se corrige en la Resolución de 27 de noviembre de 1995 de la Universidad de Cádiz?,Se corrige un error en la publicación del plan de estudios de la Ingeniería Técnica en Informática de Gestión a impartir en la Escuela Politécnica Superior de Cádiz.
¿Cuál es la principal preocupación social del Gobierno según el texto?,La principal preocupación social del Gobierno es asegurar el mantenimiento del poder adquisitivo de las rentas salariales.
¿Qué principios deben aplicarse según el texto?,"Se deben aplicar los principios de la posibilidad de presentar declaraciones mediante intercambio electrónico de datos (EDI) y la utilización de la ventanilla única, así como un sistema simplificado de declaración de transbordos."
¿Cuál es la función principal de la Dirección General de Informática Presupuestaria según el Real Decreto 222/1987?,"La Dirección General de Informática Presupuestaria es el órgano encargado de la elaboración de la política informática de la Secretaría de Estado de Hacienda en los aspectos relativos a la programación, presupuestación, contabilidad y rendición de cuentas del gasto público, del soporte informático de las actividades de la Secretaría General de Planificación y Presupuestos y de la coordinación y asesoramiento de los proyectos informáticos de sus Centros."
¿Cuál es uno de los objetivos de la adhesión de la Comunidad Europea al Protocolo de Madrid?,Uno de los objetivos es simplificar el procedimiento y suponer un ahorro de costes de procedimiento.
¿Cuál es la competencia estatal en la que se ampara la presente Orden?,"La presente Orden se dicta al amparo de la competencia estatal en materia de legislación sobre los productos farmacéuticos, de acuerdo con lo dispuesto en el artículo 149.1.1.a y 17.a de la Constitución."
¿Cuándo entrará en vigor el presente Real Decreto?,"El Real Decreto entrará en vigor el día siguiente al de su publicación en el «Boletín Oficial del Estado», es decir, el 05/03/2000."
¿Cuál es la nota media exigida para la renovación para iniciar el nivel de educación universitaria en el curso 1977-1978?,La nota media exigida es de cinco puntos en el curso 1977-1978.
¿Qué condiciones deben cumplir los consorcios de transporte marítimo de línea regular para obtener una exención de la prohibición enunciada en el artículo 81 del Tratado?,"Los consorcios deben cumplir con una cuota de mercado inferior al 30 % si operan en una conferencia, o inferior al 35 % si operan al margen de toda conferencia, además de otras condiciones del Reglamento."
¿Qué se utilizará para garantizar el origen y el carácter confidencial de la transmisión según el Artículo 3?,Se utilizará un aparato criptográfico adaptado al telecopiador de la autoridad competente.
¿Hasta cuándo se prorroga la Acción común 96/676/PESC según la acción común del Consejo de 17 de diciembre de 1999?,La Acción común 96/676/PESC se prorroga hasta el 31 de diciembre del año 2000.
¿Qué se valorará en la capacidad del alumnado según los criterios de evaluación en el estudio del ilustrador?,"Se valorará la capacidad del alumnado para emplear diferentes técnicas gráficas, seleccionar la técnica más adecuada, identificar y diferenciar técnicas y estilos de ilustradores, experimentar con técnicas creativas, utilizar utensilios y materiales correctamente, archivar documentación, y presentar trabajos adecuadamente."
¿Qué materias se mencionan en el texto proporcionado?,"Se mencionan materias como asistencia social, ayudas, Comunidad Valenciana, indemnizaciones, subvenciones y terrorismo."
¿Qué reglamento de la Comisión se deroga en el texto mencionado?,Se deroga el Reglamento (CE) nº 1046/2001 por el que se aprueban medidas excepcionales de apoyo del mercado en los sectores de la carne de porcino y de ternera en los Países Bajos.
¿Qué posibilidad se extendió posteriormente para el pago de deudas correspondientes a autoliquidaciones y liquidaciones practicadas por la Administración?,Se extendió la posibilidad de efectuar por medios telemáticos el pago de las deudas utilizando tarjetas de crédito o débito.
¿Qué reglamento se menciona en las referencias anteriores?,"Se menciona el Reglamento 492/2011, de 5 de abril."
¿Qué tipo de operaciones no tendrán la consideración de aportaciones de capital según la presente Directiva?,"Las operaciones de reestructuración, como la transmisión de patrimonio entre sociedades de capital o la adquisición de participaciones con contrapartida en valores representativos del capital."
¿Qué se entiende por salario base según el texto proporcionado?,Se entiende por salario base la retribución por unidad de tiempo correspondiente al trabajador en función de las tareas desarrolladas y consiguiente integración en la estructura de Grupos y Subgrupos Profesionales y Niveles retributivos regulados en el presente Convenio.
¿Cuál es el objetivo principal de promover los intercambios y la cooperación económica entre España y Bulgaria según el texto?,"El objetivo principal es favorecer el intercambio permanente de información comercial, estimular los viajes mutuos de grupos de especialistas, fomentar los contactos entre empresas y organizaciones, y promover la participación en ferias para favorecer el conocimiento mutuo y la determinación de nuevas oportunidades de actividad económica."
¿Por qué se establece el 1 de marzo como 'Día de las Islas Baleares'?,Se establece el 1 de marzo como 'Día de las Islas Baleares' para conmemorar la entrada en vigor del Estatuto que permitió a los pueblos de las islas constituirse en Comunidad Autónoma y acceder al autogobierno.
¿Qué tipo de información se recopila sobre los estudiantes matriculados en los niveles CINE 3 a 8?,"Se recopila información sobre el número de estudiantes matriculados por niveles, campo de educación, sexo, programas impartidos, tipo de centro, intensidad de la participación, regiones, edad, lengua viva extranjera estudiada y número de lenguas vivas extranjeras estudiadas."
¿Qué se establece en relación al traspaso del bien inmueble denominado Centro de Desarrollo Curricular (CIDE) en Madrid?,"Queda sin efecto el traspaso del bien inmueble denominado Centro de Desarrollo Curricular (CIDE) en Madrid, incluido en la relación número 1 del Real Decreto 926/1999."
¿Qué deben hacer los participantes con los conocimientos de su propiedad resultantes de las acciones directas o indirectas?,"Los participantes y la Comunidad deben aprovechar o hacer que se aprovechen los conocimientos, estableciendo condiciones detalladas y verificables para su aprovechamiento, de acuerdo con el Reglamento y el contrato."
¿Qué autorización se otorga a Portugal según el Reglamento (CEE) nº 2492/86 de la Comisión?,Se autoriza a Portugal a reducir provisionalmente los derechos a la importación de tortas.
¿Durante cuántos años es inalienable el inmueble adquirido por derecho de abolorio?,El inmueble adquirido por derecho de abolorio es inalienable durante cinco años.
¿Quién puede ocupar la plaza de Jefe del Servicio de Inspección del Consejo General del Poder Judicial según el fragmento de texto proporcionado?,La plaza de Jefe del Servicio de Inspección del Consejo General del Poder Judicial puede ser ocupada por un Magistrado del Tribunal Supremo con una antigüedad en la categoría de dos años o por un Magistrado con diez años de servicios en la categoría.
¿Cuál es el límite máximo del fondo de compensación en la campaña 1974/1975 según el Decreto mencionado?,El límite máximo del fondo de compensación en la campaña 1974/1975 según el Decreto mencionado puede llegar a mil setecientos cincuenta millones de pesetas.
¿Qué sucede con las peticiones formuladas después de la extinción del plazo fijado en el Real Decreto-ley?,"Se considerarán válidas y serán tramitadas sin necesidad de nueva solicitud, entendiéndose hechas el día de publicación de este Real Decreto-ley."
¿Cuál es el objetivo de la creación de la Agencia Nacional Española del Programa ''La Juventud en acción''?,El objetivo es coordinar la aplicación del programa con las Administraciones de las Comunidades Autónomas y con el Consejo de la Juventud de España.
¿A qué entidad corresponde la gestión de las funciones y servicios derivados del subsidio regulado en el Real Decreto mencionado?,Corresponde al Instituto Nacional de Empleo la gestión de las funciones y servicios derivados del subsidio regulado en el Real Decreto.
¿A qué se refiere la Directiva en relación con los riesgos de un viaje contratado con un proveedor de seguros?,"La Directiva se refiere a los daños al equipaje, pérdida del mismo y demás riesgos relacionados con un viaje contratado con un proveedor de seguros, incluso si el seguro cubre un seguro de vida o los riesgos de responsabilidad civil, siempre que la cobertura principal sea sobre los riesgos del viaje."
¿Qué requisitos se establecen para que el Presidente de la Comunidad de Madrid pueda acordar la disolución de la Asamblea?,"El Presidente de la Comunidad de Madrid podrá acordar la disolución de la Asamblea con anticipación al término natural de la legislatura, previa deliberación del Gobierno y bajo su exclusiva responsabilidad, formalizándose por Decreto y convocando a su vez elecciones, cumpliendo con los requisitos de la legislación electoral aplicable."
¿Qué artículo de la Constitución Española reconoce el derecho de asociación?,El artículo 22 de la Constitución Española reconoce el derecho de asociación.
¿Qué beneficio se otorga de forma preferencial a los emigrantes retornados que se dedican a la artesanía según la disposición adicional de la ley analizada?,Se otorga carácter preferencial para los beneficios que en aplicación de esta ley puedan establecerse a aquellos emigrantes retornados que tengan por actividad la artesanía.
¿Qué deben hacer las universidades cuyo campus ostente la calificación Campus de Excelencia Internacional y deseen completar la financiación obtenida para la ejecución de su proyecto?,Deberán presentar su solicitud directamente ante la Comisión Internacional y notificar su intención de presentarse ante la misma en el plazo establecido en las convocatorias correspondientes.
¿Qué sucede si las medidas adoptadas por la Comisión no se atienen al dictamen del Comité?,"En ese caso, la Comisión aplazará la aplicación de las medidas durante tres meses y el Consejo, por mayoría cualificada, podrá tomar una decisión diferente en ese plazo."
¿Qué requisitos deben cumplir los gastos gestionados con cargo a créditos de la Junta de Andalucía o sus Organismos Autónomos?,"Los gastos gestionados deben tener correlación con el importe de tasas, cánones y precios públicos liquidados por los mismos, o deben financiarse total o parcialmente con ingresos específicos y predeterminados."
¿Qué tipo de información se presenta en el texto proporcionado?,Se presentan coordenadas geográficas y nombres de lugares en Alemania.
¿Qué modificación se realizó en el Protocolo 31 del Acuerdo EEE según la Decisión del Comité Mixto del EEE nº 69/2007?,"Se añadió la cooperación para incluir la Decisión no 1855/2006/CE del Parlamento Europeo y del Consejo, por la que se establece el programa Cultura (2007-2013)."
¿Cuál es uno de los objetivos básicos del Programa 413.10 Salud en relación con la prevención de enfermedades en menores?,"Uno de los objetivos básicos es evaluar y actualizar los programas de prevención y tratamiento del sobrepeso y la obesidad infantil, así como promover una educación alimentaria en el ambiente escolar y familiar."
¿Cuál es el objetivo del Acuerdo Comercial entre el Gobierno de España y el Gobierno de la República Árabe de Egipto?,"El objetivo es promover la cooperación económica amistosa entre ambos países y desarrollar las relaciones comerciales, basados en los principios de amistad, igualdad y beneficios mutuos."
¿Qué deben hacer las empresas de venta a distancia en relación con su inscripción en el Registro?,"Las empresas de venta a distancia deben inscribirse de oficio en el Registro en un plazo de 3 meses desde el comienzo de su actividad, proporcionando datos como la identificación de la empresa, productos o servicios, y el lugar para que los consumidores puedan dirigir quejas y reclamaciones."
"¿Qué competencia tiene la Comunidad Autónoma en relación con la enseñanza, según el artículo 27 bis?","La Comunidad Autónoma tiene la competencia de desarrollo legislativo y ejecución de la enseñanza en toda su extensión, niveles y grados, modalidades y especialidades, de acuerdo con lo dispuesto en la Constitución y leyes orgánicas."
¿Cuál es el objetivo principal del Acuerdo Complementario al Acuerdo Administrativo hispano-peruano de Seguridad Social de 24 de noviembre de 1978?,El objetivo principal es potenciar e impulsar el aseguramiento voluntario para facilitar la circulación de los trabajadores de los diversos países.
¿Qué se aprueba en la Decisión de la Comisión de 20 de diciembre de 1994?,Se aprueba el programa de erradicación y vigilancia de la brucelosis bovina para 1995 presentado por España y se fija la cuantía de la participación financiera comunitaria.
¿Qué obligación tienen los suministradores de último recurso respecto a los consumidores que tienen derecho a acogerse a la tarifa de último recurso?,Los suministradores de último recurso tienen la obligación de atender las solicitudes de suministro de gas natural de aquellos consumidores que tengan derecho a acogerse a la tarifa de último recurso.
¿Qué aspecto es especialmente tenido en cuenta por el jurado al valorar los guiones presentados?,El jurado tendrá en cuenta especialmente el valor literario de los guiones y su adaptación al medio radiofónico.
¿Cuál es el objetivo de la promoción de la pasarela según los artículos 22 y 23 del Reglamento?,"El objetivo es promover la pasarela a través de la promoción, el nombre, el logotipo y el sello de calidad, según los artículos 22 y 23 del Reglamento."
¿Cuántos días de licencia se otorgan en caso de matrimonio según el texto?,Se otorgan quince días naturales de licencia en caso de matrimonio.
¿Qué decisión se toma en relación con el aumento de los recursos del Fondo según el texto proporcionado?,"Se decide autorizar al Fondo a proceder a la sexta reposición de recursos para el período trienal que comenzará el 1 de enero de 1991, aceptar suscripciones de los Estados participantes y aceptar contribuciones extraordinarias de algunos Estados participantes, sin impedir la aceptación de suscripciones y recursos superiores con acuerdo del Directorio Ejecutivo."
¿Qué documento debe aportar el solicitante si declara carecer de medios económicos suficientes para hacer frente a la situación de necesidad?,Debe aportar un informe social expedido por el Ayuntamiento donde esté empadronado el interesado.
¿Qué tipo de frutas se mencionan en el texto?,"Se mencionan naranjas, mandarinas, limones, limas agrias, guayabas y mangos."
¿Cuál es el objetivo principal de la creación de la Oficina Consular Honoraria de España en la ciudad de Incheon (República de Corea)?,El objetivo principal es suponer un apoyo importante en el desarrollo de las relaciones tecnológicas y económicas con España.
¿Qué tipo de muestras se deben tomar para la detección de plaguicidas y metales pesados en la miel?,Se deben tomar cuatro muestras para la detección de plaguicidas (grupo B3a para los organoclorados y grupo B3b para los organofosforados) y metales pesados (grupo B3c).
"¿Qué autoriza la Ley 24/2013, del Sector Eléctrico, en su artículo 14.7?","La Ley autoriza al Gobierno a establecer un régimen retributivo específico para fomentar la producción de energía a partir de fuentes renovables, cogeneración de alta eficiencia y residuos, en casos específicos."
¿Cuál es la fecha de entrada en vigor de la Decisión de la Alta Representante de la Unión para Asuntos Exteriores y Política de Seguridad?,La fecha de entrada en vigor es el 04/08/2017.
¿Qué cantidad se traspasa a la Comunidad Valenciana como entrega por una sola vez?,Se traspasa la cantidad de 71.772.960 pesetas en concepto de obras de acondicionamiento de determinadas instalaciones.
¿Qué se establece en el apartado 2 del artículo 4 en relación a los formularios y etiquetas?,"Se establece que los formularios y etiquetas no podrán presentar enmiendas ni raspaduras, a menos que hayan sido autenticadas con el sello y la firma del órgano de gestión emisor."
¿Por qué la Comisión adoptó medidas de salvaguardia con respecto a las importaciones de ajos originarios de China?,"La Comisión adoptó medidas de salvaguardia debido al notable aumento de las importaciones de ajos originarios de China a partir de 1993, lo cual, junto al precio de dichos ajos, podría provocar perturbaciones graves en el mercado comunitario y poner en peligro los objetivos del Tratado CE."
"¿En qué región se encuentran las localidades de Marbella, Ronda y Torrox?",Estas localidades se encuentran en la región de Andalucía.
¿Qué fecha se menciona al inicio del texto?,Se menciona la fecha 22 de mayo de 2015.
¿Qué sucederá en caso de un aumento de precio del combustible durante la vigencia de este Convenio?,"La Comisión Paritaria del Convenio reconsiderará el precio fijado, teniendo en cuenta la incidencia que tenga sobre el kilometraje el nuevo precio del combustible."
¿Qué deben promover los Estados miembros según la presente Directiva en relación con la formación de mediadores?,Los Estados miembros deben promover la formación de mediadores y el establecimiento de mecanismos eficaces de control de calidad relativos a la prestación de servicios de mediación.
¿Qué derecho tienen las trabajadoras por lactancia de un hijo menor de nueve meses según el artículo 22 del convenio?,"Tienen derecho a una hora de ausencia del trabajo, que podrán dividir en dos fracciones, o sustituirlo por una reducción de media hora en su jornada, o acumularlo en jornadas completas, según lo acordado en la negociación colectiva o con el empresario."
¿Qué sucede con los materiales y equipamientos admitidos temporalmente en virtud del presente Convenio?,"Serán admitidos con exención de derechos y tasas, siempre que se reexporten al final de la exposición, de conformidad con las respectivas legislaciones de las Partes."
¿Cuál es el recorrido descrito en el texto desde el punto de partida hasta llegar al río Tajo?,"El recorrido descrito va desde la Herguijuela de Doña Blanca a la Navacalera, pasando por el vértice del Cabezo, la desembocadura en el río Tajo, el arroyo de los Conejos, la fuente de Campales, el cerro de la Cabreriza, la garganta de Venero, el arroyo de la Madroña, la finca de la Parrilla y finalmente llegando al río Tajo."
¿Cuál es el objetivo principal del Real Decreto 87/2001?,"El objetivo principal es introducir modificaciones en el régimen de solicitud de ayudas comunitarias a los productores de vacuno, con el fin de simplificar los trámites."
¿Qué tipo de financiación especial para la adquisición de vehículos se ofrece a los empleados según el artículo 25?,"Se ofrece un tipo de financiación especial para la adquisición de vehículos nuevos a crédito, marca 'Renault', o de vehículos usados, con una tasa del Mibor con revisión anual más 3,7 por 100, con un tope del 14 por 100 sobre la cantidad aplazada y sin gastos de formalización."
